score,at,content
1,2025 02 15 16 43 38,toko online nggak jelas ajah nggak ada respon parah sih kurirnya juga maksa padahal cod cek dulu
5,2025 02 15 13 54 30,sy suka shopee krn pengirimanya tepat waktu gratis onkir dn bisa cod
5,2025 02 15 13 11 06,tingkatkan cod nya ya
1,2025 02 15 13 05 44,tolong la cod nya di bisa kan
5,2025 02 15 12 01 27,sangat bagus memudahkan kita untuk berbelanja onlene dan bayar cod
5,2025 02 15 11 58 25,senang dgn ada ny shopee bisa blnja dri rmh skrg cod sdh bisa cek dulu
5,2025 02 15 10 16 41,pengiriman cepat dan pastinya paling suka kalo ada fitur cod semoga selamanya bisa cod
5,2025 02 15 09 59 12,aplikasi belanja online ini sangat bagus untuk hormat dan terjangkau cod dan garansi dapat dilakukan
4,2025 02 14 22 47 41,aplikasi nya bagus bgtttttt tapi sayang pas udah lama make codnya makin susah
3,2025 02 14 22 12 22,saya merasa kecewa karna shopee saya tidak bisa cod
5,2025 02 14 22 11 28,membeli dg mudah harga kompetitif bisa cod cek dulu makin mantap ngacocok dg foto pulangkan
5,2025 02 14 21 47 54,pelayanan yg baik tapi banyak barang yg saya butuh kan tidak ter cover pembayaran cod coba banyak barang yg bisa di cod tingkatkan terus mutu pelayanan dan sekali lagi mohon diperbanyak kemudahan pesanan barang dgn cara cod terimakasih shopee
5,2025 02 14 21 25 07,sangat membantu dalam belanja toko online paling top banyak diskon diskon dan jaminan toko amanah karena ada sistem cod cek dulu pokoknya saya sangat puas belanja di shopee terimakasih shopee
1,2025 02 14 20 57 21,pihak shopee tidak melakukan tindakan terhadap pihak toko nakal yang dengan sengaja kirim paket kosong sehingga pengiriman gagal akibatnya sistem cod kami di nonaktifkan pihak shopee kami dari pengguna shopee sistem cod merasa dirugikan
2,2025 02 14 17 36 34,suka sama aplikasi ini dari dulu kalo mau belanja online tapi kenapa sekarang saya tidak bisa menggunakan fitur cod karna dibatasi sebelumnya gapernah dibatasi tolong dong pihak shopee jangan dibatasi untuk fitur cod nya saya tidak bisa belanja dengan puas kalo dibatasi
5,2025 02 14 17 06 20,apk yang sangat menarik dengan barang yang bagus dan banyak gratis ongkir dan bisa cod
5,2025 02 14 13 31 12,mantap bisa cod
1,2025 02 14 10 21 53,rekomendasi cod tapi setelah di klik dan akan di beli malah minta di tranfer dulu an jika shopee dan para toko bisa lebih jujur dan profesional maka saya akan naik kan bintang
5,2025 02 14 07 45 28,shopee memang solusi belanja yg bikin happy menarik dan bikin kesengsem mksh shopee klo ada barang yg discon besar bisa dong berkabar tpi yg bisa cod ya say i love u shopee
5,2025 02 14 05 14 32,banyak discount gratis ongkir bisa cod pula
5,2025 02 14 02 04 49,klw bisa cod
5,2025 02 13 23 49 13,apk yg sangat bagus dan mudah saat belanja online disini juga bisa cod ongkir murah
5,2025 02 13 22 12 31,tolong tingkatkan gratis ongkir dan cod nya juga ketepatan waktu jasa kirim
1,2025 02 13 22 09 39,shope ngga jelas alamat sesuai tidak bisa cod giliran cod sesuai alamatnya salah
5,2025 02 13 22 03 23,harga lebih murah dan ada cod
5,2025 02 13 21 23 11,puas tapi sysim cod kok terbatas
5,2025 02 13 19 34 48,tapi gk bisa cod dan jarang gratis ongkir
5,2025 02 13 15 51 55,saya sangat puas pesan di shopee trimaksih buat shopee karena pesanan cod sangat memuaskan barangnya juga bagus dan baik sukses selalu shopee
5,2025 02 13 15 46 19,mantap pengiriman cod lebih bermanfaat
1,2025 02 13 14 21 48,tolonglah kalau misalkan pesanannya dibatalin langsung sama shoopenya karena masalah pengiriman pas pake spx express atau barang hilang dll metode bayar codnya jangan dinonaktifkan lah padahal bukan kita yang batalin lo yang salah malah kita yang kena imbas padahal dari sononya emang dibatalin sama apknya langsung
4,2025 02 13 13 53 23,tolong dong jangan ada tombol pesanan diterima sebelum pesanan sampai saya kadang gak sengaja kepijit saat skrol atau buat pertanyaan saat ditekan tombol diterima nya satu lagi saat transaksi cod harus ada verifikasi pin
4,2025 02 13 13 04 35,utuk pelayanan dan smua kategori komplit tapi syang untuk cod dari mulai food sampai paket ada yang fiktif saya pernah kedatangan makanan tapi saya tidak pernah order untuk kemanan tolong di tingkatkan lagi kita sebagai costumer sangat di rugikan dan driver pun kasian mereka banyak yang rugi nombok karna orderan bodong ini mungkin pihak shopee bisa meningkatkan keamanan verifikasi ktp wajah saat aktifkan cod agar tidak ada yang di rugikan satu samalain
5,2025 02 13 12 48 40,mantap bisa cod semua barang
5,2025 02 13 10 04 09,semenjak ada shope cod cek dulu udah ga takut lagi belanja dengan harga yg lumayan besar
1,2025 02 13 06 37 36,makin aneh aja ni aplikasi mau co dibatasi dengan alasan terlalu byk memakai voucher dan transaksi tidak wajar klo sy ga butuh ngapaiin co toh co nya byr pakai shopee pay bukan pake cod masa iya mau nipu auto pindah aplikasi sebelah
5,2025 02 12 22 52 51,saya sdh beberapa thn beli online dishopee karena bisa cod dan cek dulu baru bayar
5,2025 02 12 22 26 13,terjamin original dan yg jelas bisa cod lebih hemat waktu
5,2025 02 12 22 15 14,bagus banget tapi kenapa ngak bisa cod
5,2025 02 12 19 59 22,cuma d toko ini yg bsa cod pelayanan ramah dan baik pengiriman jg cpt memang terbaik
5,2025 02 12 18 47 36,shopee terpercaya banget bisa cod dan cek dulu amanah
1,2025 02 12 16 05 47,baru berapa kali pake cod ku suda gk ada lagi parah ni aplikasi
1,2025 02 12 15 06 59,shoope jadi aplikasi paling buruk lagi dia yg gagalkan pesanan ku baru di bilang almatku tdk di temukan konfirmasi di wa saja ga ada malah skrang sy gk bisa cod untuk apa di apdete suda tidak bisa cod
5,2025 02 12 12 13 45,mantul pokoknya dengan adanya cod cek dulu
2,2025 02 12 10 43 30,aplikasi memang bagus tapi di metode pembayaran tidak ada bayar di tmpat lewat gopay padahal di toko nya ada tertera cod bayar di tmpat
5,2025 02 12 10 14 27,shopi bagus dg ada cod dan cek dulu menjamin kualitas produk yg dikirim
5,2025 02 12 00 39 33,mudah dalam belanja bisa cod shoopelater bisa gratis ongkir dapat vocer mau cari apa saja langsung ketemu
5,2025 02 11 21 34 57,sangat membantu untuk mencari barang saya dan keluarga inginkan serta harganya juga terjangkau apalagi dengan adanya cod bisa cek dulu
3,2025 02 11 12 51 21,apalikasi nya bagus cuma agak kesel di setiap toko gak ada yang pembayaran cod rata rata pembayaram paylater tf ku kira malam tadi aja pas ku cek pagi ini sampe siang coba liat di toko yang sama spe ketoko lain gak ada satupun yang bisa cod dan alhasil aku harus berangkat ke toko gak ngerti kenapa semua toko di shoppe menerapkan via bayar tf paylater padahal sebelumnya aman aja aku belanja dan pembayaran juga bayar mnimal kalo cod di batasin pembelian harga brpa gitu kesal aku jadinya
5,2025 02 11 11 16 33,katanya di iklan shopie cod kok pas saya cek pengiriman nya hampir lewat j t semua
2,2025 02 11 00 53 46,untuk sekarang kenapa ya paket cod sengaja di cancel sama kurir
5,2025 02 10 22 51 56,ok dngn cod garansi tepat waktu
1,2025 02 10 20 36 15,kurir salah menelepon nomor pembeli sehingga paket di kirim ke penjual dibatalkan tapi pihak shopee menonaktifkan sistem cod sudah di laporkan ke customer service tidak ditindak dengan benar dan adil
5,2025 02 10 20 00 25,cod bagus bisa kembalikan barangkali
5,2025 02 10 19 29 41,good cod
1,2025 02 10 18 57 12,mau bayar transfer tunai tapi takut barang rusak dan tak sesuai pesanan cod di nonaktifkan jadi tambah takut semua orang beli di shopee
1,2025 02 10 16 08 50,ga bisa cod parah shopee
5,2025 02 10 15 50 40,shopee pay gbs udh diupdate minta aktivasi pdhal udh aktv dan ada saldo mau beli makan di shoppee food bisa nya cm cod pdhal gk pegang uang cash gimana nih update terbaru shopee pay nya ilang
5,2025 02 10 14 57 16,shopee selalu memberikan kepuasan untuk pembeli semoga diberikan kemudahan pembayaran cod tanpa batas harga ya soalnya untuk cod jarang bisa
3,2025 02 10 14 40 17,shopee please hapus sistem cod memper mudah bagi yang tau apa itu cod tapi banyak yang gak mengerti gimana sistem cod malah jadi nyusahin orang lain nyusahin kurir juga
1,2025 02 10 14 25 59,maaf sy kembali menghapus aplikasi shopee krn sy tdk bisa pakai metode pembayaran mitra cod sebab sy tak punya ovo kris dll sy rasa itu menyusahkan
1,2025 02 10 13 16 48,shopee ngk jelas barang yg d pesan berbeda dengan barang yang dtg trus d kembali kn sm penjual eee mala akun nya d blokir ngk bs cod
5,2025 02 10 12 33 32,senang sekali karena dimudahkan dgn sistem cod
5,2025 02 10 12 02 25,suka sekali belanja di shopee karena bisa cod dan tokoh nya aman semua and gak pernah ketipu the best dehhhh
5,2025 02 10 12 00 11,bagus kurirnya codnya cepat
5,2025 02 10 08 25 47,pembayarannya bisa cod dan memudahkan untuk berbelanja harganya terjangkau dan ongkirnya murah
5,2025 02 10 08 11 14,pengiriman fasilitas cod nya tooop
5,2025 02 10 08 01 05,shopee sangat mmbantu memenuhi kebutuhan rumah tangga kantor dll semua barang yg kita perlukan sdh ada dsini lengkap dan murah dan memudahkan dalam pembayaran seperti cod spaylatter transfer dll terimakasih shoppe
3,2025 02 10 06 07 07,gak bisa cod
1,2025 02 09 23 00 47,lemoottt sekarang susah mau bayar cod gk bisa cod cek dulu gak bisa shopee pay gak bisaaaaa kalo bank bisa itu pun nggk bisa grtis ongkirrrrrr trus yang paling ngeselinnn selalu ngarahin ke shopees paylater ehhh nggak semua orang mau ngutang sama luuuu ngeselin banget
5,2025 02 09 21 34 36,bisa cod dan harganya murah murah bngtt
4,2025 02 09 20 55 16,jarang dapat cod sama jarang dapat gratis ongkir
2,2025 02 09 20 41 27,tolong hapus sistem pembayaran cod
5,2025 02 09 17 45 02,hapus sistem cod
5,2025 02 09 15 58 30,kenapa shopeeku gabisa buat cod selama sebulan terakhir ini aktifkan lagi dong fitur cod nya syg bgt kalo akunku ga kepake krna udah sampe di level platinum
1,2025 02 09 15 29 11,saya sudah beberapa kali belanja cod namun kurir menunda nunda pengantaran sebelum di antarkan tutup saja layanan cod nya saya lokasi di makassar
5,2025 02 09 14 39 30,aplikasinya baguss setiap saya pesen bareng juga selalu diantar tepat waktu barang yg diantar juga aman sampai tujuan tapi kenapa ya lama kelamaan shopee sekarang tidak bisa cod lagi soalnya punya saya kek gitu mohon di perbaiki dulu yaa
3,2025 02 09 13 10 13,mengapa saya tidak bisa checkout di shopee saya banyak memesan secara cod tetapi saya tidak bisa memesan lagi apakah ada diantara kalian yang sama
1,2025 02 09 11 44 22,sumpah kesel banget sma kurir yg gk amanah belum di anterin ke rmh eh udh diretur aja jdi aku gk bisa cod lagi kurir kya gitu gk usah di pekerjakan aja rugiin orng lain aja
5,2025 02 09 11 15 26,cepet kirimannya bisah membantu kaum ibu yg g bisah naik kendaraan bisah cod
5,2025 02 09 11 06 33,untuk saya yang malas keluar rumah sangat terbantu dengan adanya shopee cod duduk santai dirumah tinggal tunggu barang belanjaan yg di pesan
1,2025 02 09 09 29 30,tidak ada buat kesalahan cod saya dibekukan aneh
5,2025 02 09 09 07 28,perbanyak lagi gratis ongkir di semua produk dan penjual perbanyak dan permudah cod cek dulu karna jangan sampe penjual menipu konsumen dengan memberikan barang kw kualitas yang mengecewakan tambah lagi potongan harga nya biar lebih banyak lagi orang berbelanja
3,2025 02 09 08 37 07,skrg shopee pelit yh gda gratis ongkir buat cod
5,2025 02 09 08 18 26,bagusnya shopee itu ada cod cek dulu jd kita gk ragu lg belanja di shopee krn klo pesanan tdk sesuai bs lgag dikembalikan lwt kurir gk ribet mksh shopee
1,2025 02 09 07 53 25,sangat kecewa pesanan saya banyak yang di kembalikan padahal saya sudah nunggu dari lama dan metode pembayaran cod saya tidak bisa lagi
1,2025 02 09 02 52 42,saya gak suka spyleater saya minta ganti cod bayar di tempat pokok nya mah
3,2025 02 09 00 19 51,voucher gratis ongkir nya nipu pas mau check out barang di arahkan pakai shopee pay biar dapat gratis ongkir dan potongan harga setelah di top up malah ngak bisa claim voucher nya pas re fresh ulang keranjang malah sama biaya ongkir nya dengan cod
1,2025 02 08 21 14 49,fitur cod saya dinonaktifkan karena saat paket dikirim saya kebetulan sedang pulang kampung sehari setelahnya saya mencoba menanyakan status paket kepada kurir dan pihak kantor tetapi tidak mendapat respons bahkan chat saya kepada kurir hanya dibaca tanpa balasan beginilah jadinya jika pekerjaan dilakukan tanpa keikhlasan bukannya mencari solusi justru saya yang dapat imbas padahal masalah utama berasal dari pihak pengirim yang tidak bertanggung jawab tetapi mereka malah merasa paling
5,2025 02 08 19 28 17,pengalaman belanja yg mudah dan praktis bisa cod kak
3,2025 02 08 17 55 37,kenapa saya mesen barang yang menggunakan metode pembayaran cod gak bisa tolong diperbaiki aplikasi
5,2025 02 08 15 02 54,kok gk bisa cod yaaa
4,2025 02 08 13 06 20,klo menurut saya bagus shofe tafi sekarang kenafa ga bisa cod
1,2025 02 08 12 04 52,kebiasaan klo narang bukan cod lama pengiriman pernah gx cod barang diuri kurir
5,2025 02 08 07 57 06,saya kasi lima bintangg karna baguss buat belanja gitu dan buat beli kebutuhan khusus dan bisa buat beli barang di hari valentine baguss sekali tapi tolong bisa cod yaaa
1,2025 02 08 07 14 55,kurirnya yg bodoh gak ada nelpon atau pun wa ataupun datang kerumah main batal batal aja kurir paok gara gara kurir nya jd gk bisa sistem cod lagi shope kalau cari pengirim jngn yg bodoh
5,2025 02 08 06 47 25,langganan di shopee banyak diskonnya pelayanan memuaskan ada cod nya
2,2025 02 08 06 22 26,tidak bisa cod dan spaylater ditolak
5,2025 02 08 06 19 25,bisa cod cek dulu pembeli merasa terlindungi dari penipuan dan barang rusak
5,2025 02 08 00 49 23,untuk flash sale iphone sangat diragukan dengan harga yg ditentukan oleh shope karena klik beli tdk bisa bayar cod dengan harga yg tertera setelah dicoba untuk beli dan sekarangygbayar pakai pinjol shopay hutang
1,2025 02 07 23 30 16,kurir ny yg gagal antr ke alamat akun saya jd korban ny g bsa cod lgi shope sngat buruk
5,2025 02 07 21 30 34,selalu tpt waktu dan barang datang sesuai pesanan kurir ramah dan cod sesuai harga
5,2025 02 07 20 29 48,mantep cod nya
5,2025 02 07 19 31 23,program pembayaran mantap selain cod bisa bayar nanti
5,2025 02 07 18 24 34,min kok shopee saya gak bisa cod lagi ya
1,2025 02 07 18 16 28,tolong dong kesalahan shopee ini saya scan kartu listrik yg nongol bukan code kartu saya tapi kartu orang lain plis belom di claim juga tolong balikin saldo saya
4,2025 02 07 17 16 25,pls gimana codnya
5,2025 02 07 17 06 53,puas banget beli barang di shopee karna ada fitur cod cek dulu jadi ngak takut kalau mau pesan barang dan udah beberapa kali pesan barang semua sesuai ngak ada yg zonk
5,2025 02 07 16 46 16,shopee ialah partfrom belanja online yg bisa di bayar dg berbagai cara seperti cod atau yang lainnya dan juga kurir ramah
5,2025 02 07 16 22 28,dulu belanja di shopee selalu kecewa setelah ada cod cek dulu saya tak pernah tertipu lagi sekarang saya belanja di shopee sangat memuaskan
2,2025 02 07 15 59 02,makin hari makin bodoh aja nih shopee masa gak ada angin gak ada hujan tiba gak bisa cod padahal gak ad paket di retur tolong di perbaiki
5,2025 02 07 15 08 35,saran saja kurir selalu ngabarin kalo barang sudah tiba di lokasi mau pembayaran sistem cod spaylater
5,2025 02 07 15 02 20,mantap bisa cod
1,2025 02 07 14 13 25,tolong ganti jasa expedisinya jangan pakai spx lemot sistem cod di suruh ganti ke non cod dan pengirimannya di rumah ada orang di bilang ga ada orang jadi males belanja di toko ini klo masih pakai spx
2,2025 02 07 13 48 10,pengen belanja di shopie tetapi di tempat saya gak di aktipin sistem cod nya paket selalu gak di kirm ke alamat selalu kembali ke penjualnya
1,2025 02 07 11 57 48,saya tidak bisa cod
5,2025 02 07 11 20 26,saya sudah lama belanja di shoppe dengan pembayaran cod kok sekarang mau belanja kok harus pilih metode pembayaran tidak bisa cod lagi mohon solusi
5,2025 02 07 10 46 26,hapus sistem cod kasian ama kurir jawa di marahin mulu ama sdm rendah yg mesar cod
4,2025 02 07 10 19 00,halo min mau nanya fungsi pembayaran lewat cod itu apa ya jika kita pesan barang cod tapi malah kita yang ambil ke jasa pengiriman jadi apa fungsi cod cod cek dlu jika seperti itu saya tau sangat mengerti arti dari cod bukan kah hal seperti ini merugikan kami pembeli
1,2025 02 07 09 48 26,hallo kak sedikit beri ulasan mengenai apk shopee ini knp yah di saat harga barang murah di detail gc ad pembayaran cod ini gmn konsepnya jelk di mata saya apk ini trimakasih
1,2025 02 07 05 06 04,shopee kerja nyaa yg proposional dong tidak bisa melakukan layanan cod karna alasan pembatalan gmna ngak di batalkan kalo barang ga sesuai coba lihat riwayat cod sy yg lain apa ada yg di batalkan kalo memang sesuai barang yg sampay semua nya dibayar kecewa banget mau uinstall ajalah
5,2025 02 06 22 06 34,barang yang dipesan sesuai keadaan dan ada menu cek dulu cod
3,2025 02 06 21 35 18,biaaya layanan cod nya mahal banget
3,2025 02 06 19 52 33,halo kak ini aku aku mau ngasih saran kalau misalnya saya udah gk bisa lagi pake cod jadi saya jarang dehh pake shopee
5,2025 02 06 16 56 32,banyak penjual nakal penipu tolong shoppe amankan yg jadi sasaran konsumen terutama cod nya di blokir karena penjual nakal tersebut
5,2025 02 06 16 24 40,aplikasi bagus tapi gk bisa cod
5,2025 02 06 13 35 41,sangat membantu tapi sering gk bisa cod
5,2025 02 06 12 16 57,halo ka bagus bisa cod
1,2025 02 06 11 20 18,aplikasi aneh barang tidak sesuai pesanan cod cek dulu nonaktif barang tidak bisa di kembalikan ga akan pesan lagi si shopee
5,2025 02 06 11 19 18,tp sayang gq bisa cod
1,2025 02 06 11 18 31,apk gajelas gabisa pesen menggunakan metode cod tapi besokannya ada history pesanan kocakkkkkk
1,2025 02 06 10 06 39,sangat kecewa sama shopee saya pakai pembayaran cod pihak kurirnya yg gak mengantarkan barang dan pihak shopee yg membatalkan tapi saya yang dirugikan akun saya gak bisa lagi pakai cod
3,2025 02 06 09 48 57,gak bisa cod
3,2025 02 06 08 13 44,sy sudah masuk member gold tapi knpa sy tdk bisa pakai metode pembayaran cod lagi padahal belum pernah ada barang yg sy tolak hanya yg dari expedisi spx sj yg nggk benar pesanan belum sampai kepada sy sudah dikembalikan
1,2025 02 06 07 33 39,kenapa shopee saya tidak bisa cod
1,2025 02 06 07 13 45,tolong untuk aplikasinya di beri fitur popup konfirmasi ketika ingin pencet pesanan selesai fatal banget soalnya pernah kepencet ga sengaja langsung selesai aja padahal masih proses perjalanan udahmah noncod lagi
1,2025 02 05 23 14 38,shopee peraturan cod sering di blokir padahal kesalahan kurir tidak mengirimkan pesanan tolol
5,2025 02 05 22 56 18,apk ini sangat bagus krn menyediakan fitur cod dan bebas pengembalian
4,2025 02 05 22 40 23,tolong semua barang ada cod cek dulu
5,2025 02 05 22 01 30,shopee cod mantap
5,2025 02 05 20 07 23,senang belanja di shopee krn ada cod buka dulu walaupun ada yg tdk
3,2025 02 05 19 04 00,ada tulisan cod tapi gk bisa cod gimana sih
1,2025 02 05 18 44 32,hapus sistem cod min kk gw cod mulu kirim ke rumah ortu malah bikin pusing ortu kadang suka tiba tiba ada paket g nitip
5,2025 02 05 17 56 04,tolong dong admin klau paket pembayaran cod tagihan sesuai yang harus di bayar kadang ada kurir yang nakal atau tidak sesuai dalam tagihan cod
5,2025 02 05 16 44 27,mantap karenan bisa cod cek dulu
5,2025 02 05 16 03 15,bagus aplikasi membantu karena bisa cod dll
4,2025 02 05 15 38 45,aplikasinya bagus tapii kalo mau beli barang barangnya gabisa cod saya gapunya rekening bank atau semacam nya jadi saya tidak bisa beli apapun yg saya inginkan di shopee
3,2025 02 05 12 07 51,puassssss dng shope yg utamanya bisa cod salut deh
5,2025 02 05 09 07 54,sudah lama pake app shopee belanja enak tepat waktu tapi kenapa dalam bulan ni tak bisa cod ya
1,2025 02 05 09 01 30,tidak melakukan pelanggaran tapi cod di ban parah banget
1,2025 02 05 08 55 16,maksudnya shopee ini bagaimana hp ke reset mau masuk akun harus scan barcode untuk verifikasi dengan akun shopee sedangkan saya saja tidak bisa masuk akun karena wajib scan barcode terus gimana
3,2025 02 05 07 06 47,kok gak bisa cod lagi
1,2025 02 04 22 03 09,cod gak bisa terlalu ribet justru barang yg gak sesuai dengan tampilan itu yg harusnya diblokir berpengaruh sama kurir juga
5,2025 02 04 19 11 46,suka dg sistemny klo g cocok retur gampang g ribet cod jg mudah pengiriman selalu cepat hrga jg lbh murah
5,2025 02 04 18 07 24,mudah codnya
5,2025 02 04 17 22 59,permudah kan sya bisa code
5,2025 02 04 12 59 16,belajar co dishopie lama ketagihan cod
1,2025 02 04 11 55 07,payah di sistem cod ribet bner skrg shope kita beli bukan minta kurirnya juga ribet
2,2025 02 04 10 50 44,halo shopee aplikasi punya saya kok gak bisa cod ya kira kira kenapa
5,2025 02 04 07 53 29,tapi sayang kalau bayar pakek shopee pay nunggu lama gak seperti cod sinyal sering terganggu
1,2025 02 04 07 25 08,barang nya gak bisa cod barang nya banyak yang gak di jual contoh nya alat alat komponen kecil lainnya
4,2025 02 04 07 14 09,shoope cod shoope cod bayar langsung di tempatttt
5,2025 02 04 04 46 24,tolong dong shopee sertakan nama kurir dan monor hp juga biar kita bisa menghubungi kurir duluan kan kasihan saat cod kita lagi keluar kurir udah di depan pagar
1,2025 02 04 00 41 19,cod emank ga bsa kah
3,2025 02 03 22 46 04,kesalahan dari pihak pengirim kenapa saya jadi gak bisa cod ya alasan toko katanya alamat sy ga jelas sebelumnya sy belanja cod sudah puluhan barang selalu sampai kerumah saya lho
3,2025 02 03 21 56 07,kenapa makin ngeselin ya saya mau pesen shopeefood bayar pakai shopeepay gabisa gagal terus giliran diubah ke cod langsung bisa tolongg dong diperbaiki karna ga semua orang punya duit cash
5,2025 02 03 20 54 35,sekarang saya ga bisa cod
5,2025 02 03 16 11 36,pembelian mudah bisa cod
1,2025 02 03 14 27 31,saya kecewa data saya bocor kepada orang yg tak bertanggung jawab sehingga beberapa hari terakhir ini saya mendapat paket cod yg tidak pernah saya pesan
5,2025 02 03 08 49 46,beli mudah mudah dilacak dan cod
4,2025 02 03 07 11 18,kenapa shopee saya tiba tiba tida bisa cod lagi
5,2025 02 03 06 59 27,butuh apa aja mudah tdk perlu kmn mn cukup tunggu di rumah aja cod
5,2025 02 03 04 10 07,kenapa saya tidak bisa cod lagi jadi malas order kalau tidak bisa cod
5,2025 02 02 21 06 29,bagus dan saya selalu bisa cod dan mendapatkan focer dari shopee
4,2025 02 02 18 46 29,minta diaktifkan lagi fitur cod sekarang ko nggak ada
5,2025 02 02 17 11 17,lumayan tpi kenapa aplikasi nya tidak bisa untuk sistem cod untuk daerah papua
2,2025 02 02 16 53 58,min tolong bug nya bener rin ya saya kan mau login akun shopee yang sudah terdaftar nah saya masukan no sandinya sesudah saya masukan malah di suruh scan barcode di hp itu padahal hp itu yang saya pakek saya coba coba terus tapi suruh scan barcode mulu padahl hp nya saya pakek bukan saya saja yang ngalamin min terimakasih
5,2025 02 02 16 43 32,harga ongkir murah dan bisa cod
3,2025 02 02 16 00 53,tolong untuk konfirmasi pembayaran melalui shoppe paylater dipercepat karena kalo pake cod cpet bgt konfirmasinya taoi kalo pake shoppe paylater lamban sekali downloading nya
5,2025 02 02 15 10 15,aman dan nyaman berbelanja di sini produknya banyak yang original banyak pilihan jasa kirimnya juga bisa cod cek dulu juga bisa menggunakan shopee paylater jika di bandingan dengan yang lain yang ini yang paling rekomendasi sekali kalian tidak akan menyesal jika berbelanja di sini karena jika pesanan tidak sesuai harapan bisa juga di tukar setiap toko yang bergabung di sini sangat manah dan penjualnya selalu ramah ramah serta responnya cepat ada banyak voucher di setiap tokonya
1,2025 02 02 15 06 21,alah pengiriman selalu lama gabisa cod pula
1,2025 02 02 13 27 24,tiba tiba shopee gak bisa cod udah buat akun baru padahal emang gak guna
5,2025 02 02 12 25 23,oke sudah respon nih gratis ongkir terima kasih banyak semoga selalu banyak bonusnya dan codnya
5,2025 02 02 11 44 20,bisa cod trus yah
1,2025 02 02 11 30 03,kenapa fitur cod di hp saya suda tidak ada lagi
5,2025 02 02 09 56 26,sopi cod sopi cod bayar langsung di tempat
1,2025 02 02 09 08 49,alamat sudah jelas no hp ada barang ga sampe akun kami yg ga bisa cod
1,2025 02 02 03 43 40,sedikit bngt toko yg menyediakan cod
2,2025 02 02 01 04 40,suka tpi msih kurang untuk cod kdang gak jelas di bilang cod pas mau cek out gak bisa cod
1,2025 02 01 23 24 59,kecewa dengan shopee fitur cod malah di nonaktifkan hanya karena masalah sepele sungguh membosankan
5,2025 02 01 19 38 27,pelayanan shopee baik tp saya ada pernah mendapatkan barang yg tidak sesuai pesanan maka saya kembalikan setelah itu akun saya tidak bisa cod
5,2025 02 01 19 12 52,semoga shoppe kedepannya jadi lebih bagus yang penting banyak bonus dan cod cod cek dulu di setiap toko selalu ada hidup shoppe
5,2025 02 01 19 08 27,sangat membantu dan memudahkan apalagi cod nya dan ongkir nya yg murah
3,2025 02 01 17 14 52,kenapa sekarang susah banget ya buat loginnya hp abis direset jadi login ulang shopee nya tapi minta scan qr barcode tapi gagal trus tolong diperbaiki jangan hanya menggunakan opsi scan barcode susah mending kaya dulu loginnya gampang banyak opsi pilihan nya
5,2025 02 01 15 25 29,alhamdulillah bersyukur dengan ada nya aplikasi shopie cod terimakasih shopie sukses selalu
3,2025 02 01 14 56 09,shopee sangat membantu saya dlm mencari sesuatu tpi klo bisa sistem cod nya jgn di ganti dengan cara byr dulu krna apa klo brg tdk sesuai trus di kembalikan sistem cod tersebut di hapus jdi saya saran kn klo bisa jaga kualitas penjualan jdi kami yg cod tidak kecewa trima kasih
1,2025 02 01 14 38 06,cargo ga bisa cod kecewa banget tolong kembalikan agar bisa cod untuk cargo
2,2025 02 01 11 42 12,gabisa cod padahal tulisannya menerima cod
1,2025 02 01 11 35 20,tidak bisa cod kalo mau pesan
4,2025 02 01 09 48 09,aplikasi yang bagus dapat digunakan untuk belanja dan mendapatkan harga yang murah tetapi metode cod kadang dinonaktifkan
5,2025 02 01 07 59 44,ok mantap cuman saran saya buat toko yg gak ada cod cek dulu di blok aja soal nya banyak yg gak jujur bikin rusak citra shopee
1,2025 02 01 06 34 46,aplikasi gk guna harga barang yg di cod murah gak mau di antar kurir
5,2025 01 31 23 39 20,bagus tapi kenapa sering tidak bs cod atau gratis ongkir
5,2025 01 31 23 13 10,is the best shopee ongkir nya murah bisa cod
5,2025 01 31 21 02 55,mantaaaap sllu pakai cod jd gak ribet blanja ini itu
3,2025 01 31 19 37 38,padahal saya akun baru tapi udah gak bisa cod lagi malah klaw mau cod lagi mau di blok
1,2025 01 31 18 16 08,lebih banyak pembayaran via pay uang digital nggak wort it download aplikasi ini buat pembeli setia e commerce pecinta cod if there is a naughty seller complicated to return the money at his third
1,2025 01 31 18 01 49,ada toko yg super aneh saya tdk pernah memesan barang tetapi ada kurir datang dan barang dikirimkan atas nama saya dan alamat rumah saya dan cod lagi mending kalo suka barangnya la ini sama sekali tdk suka kan gendeng
5,2025 01 31 17 46 57,jadi senang belanja online krn bs cod ccok bt yg mager
5,2025 01 31 15 15 09,semoga pihak shopee segera memberikan fitur menonaktifkan cod pada beberapa produk pilihan pada toko
1,2025 01 31 14 35 17,aplikasi aneh sistemnya lawakkk masa cuma karna pesanan cod terus orangnya gak ada dirumah pas mau di ambil ke kantornya kata kurir shopeenya gak bisa alasannya karna pesen lewat cod jadi harus cod ditanya besok dikirimkan lagi atau tidak eeehhh masalah mau di retur sama kurir dari shopeenya
5,2025 01 31 14 28 00,slalu ada cod
1,2025 01 31 13 50 56,pelayanan sangat buruk akun saya gk bisa cod tolong beneri sistem cod ny
1,2025 01 31 12 30 34,gk bisa cod padahal pengguna baru
